SessionNo,OrderNo,CustomerNo,Date,OrderValue,OrderReturned,CartAbandoned,RepeatBuyer,Device
8292,102544,5968,05/03/2025,74.42,N,N,N,Mobile
8293,102545,5989,05/03/2025,426.6,N,N,Y,Mobile
8294,102546,3199,05/03/2025,198.08,N,N,Y,Mobile
8295,,2835,05/03/2025,,N,Y,Y,Mobile
8296,102547,3115,05/03/2025,393.1,N,N,Y,Mobile
8297,102548,6791,05/03/2025,350.42,N,N,N,Tablet
8298,,5186,05/03/2025,,N,Y,N,Desktop
8299,,4267,05/03/2025,,N,Y,Y,Mobile
8300,,6449,05/03/2025,,N,Y,Y,Mobile
8301,,1024,05/03/2025,,N,Y,Y,Mobile
8302,,3578,05/03/2025,,N,Y,N,Mobile
8303,,261,05/03/2025,,N,Y,Y,Mobile
8304,102549,2716,05/03/2025,301.58,N,N,Y,Mobile
8305,,7548,05/03/2025,,N,Y,Y,Mobile
8306,102550,6669,05/03/2025,418.92,N,N,Y,Mobile
8307,,6482,05/03/2025,,N,Y,Y,Mobile
8308,102551,6022,05/03/2025,404.25,N,N,Y,Mobile
8309,,1229,05/03/2025,,N,Y,Y,Mobile
8310,102552,332,05/03/2025,123.74,N,N,Y,Mobile
8311,,3852,05/03/2025,,N,Y,Y,Desktop
8312,102553,5689,05/03/2025,218.47,N,N,Y,Mobile
8313,,7086,05/03/2025,,N,Y,Y,Desktop
8314,,2228,05/03/2025,,N,Y,N,Mobile
8315,,2842,05/03/2025,,N,Y,Y,Mobile
8316,102554,1078,05/03/2025,88.61,N,N,Y,Mobile
8317,102555,6273,05/03/2025,435.26,N,N,Y,Mobile
8318,,6472,05/03/2025,,N,Y,Y,Desktop
8319,102556,7866,05/03/2025,135.85,N,N,N,Desktop
8320,102557,762,05/03/2025,400.47,N,N,Y,Mobile
8321,,3076,05/03/2025,,N,Y,Y,Mobile
8322,,5826,05/03/2025,,N,Y,Y,Mobile
8323,,7040,05/03/2025,,N,Y,Y,Mobile
8324,,5090,05/03/2025,,N,Y,Y,Desktop
8325,,5544,05/03/2025,,N,Y,Y,Mobile
8326,102558,7073,05/03/2025,358.95,N,N,Y,Mobile
8327,,3221,05/03/2025,,N,Y,Y,Mobile
8328,,4839,05/03/2025,,N,Y,Y,Mobile
8329,,6789,05/03/2025,,N,Y,Y,Desktop
8330,,6301,05/03/2025,,N,Y,Y,Mobile
8331,102559,3035,05/03/2025,225.18,N,N,Y,Mobile
8332,,2433,05/03/2025,,N,Y,Y,Mobile
8333,,6849,05/03/2025,,N,Y,Y,Mobile
8334,,3528,05/03/2025,,N,Y,Y,Mobile
8335,102560,182,05/03/2025,78.6,N,N,N,Mobile
8336,,2117,05/03/2025,,N,Y,Y,Mobile
8337,,2832,05/03/2025,,N,Y,N,Mobile
8338,,2364,05/03/2025,,N,Y,Y,Desktop
8339,,2463,05/03/2025,,N,Y,N,Mobile
8340,,417,05/03/2025,,N,Y,Y,Mobile
8341,,1668,05/03/2025,,N,Y,Y,Tablet
8342,102561,3029,05/03/2025,67.75,Y,N,N,Mobile
8343,102562,7970,05/03/2025,337.8,N,N,N,Mobile
8344,102563,6896,05/03/2025,195.96,N,N,N,Mobile
8345,,5068,05/03/2025,,N,Y,N,Mobile
8346,,6168,05/03/2025,,N,Y,N,Mobile
8347,102564,2057,05/03/2025,147.84,N,N,Y,Tablet
8348,102565,7516,05/03/2025,298.19,N,N,Y,Desktop
8349,102566,7990,05/03/2025,125.46,N,N,N,Desktop
8350,,5785,05/03/2025,,N,Y,N,Mobile
8351,,2947,05/03/2025,,N,Y,Y,Tablet
8352,,3942,05/03/2025,,N,Y,Y,Desktop
8353,102567,2825,05/03/2025,247.42,N,N,Y,Mobile
8354,102568,7996,05/03/2025,394.42,N,N,Y,Mobile
8355,,4292,05/03/2025,,N,Y,Y,Desktop
8356,102569,4762,05/03/2025,112.2,N,N,N,Mobile
8357,,2237,05/03/2025,,N,Y,N,Mobile
8358,,4073,05/03/2025,,N,Y,Y,Mobile
8359,,5590,05/03/2025,,N,Y,N,Desktop
8360,,6343,05/03/2025,,N,Y,N,Mobile
8361,,1433,05/03/2025,,N,Y,Y,Mobile
8362,,6200,05/03/2025,,N,Y,Y,Mobile
8363,,7977,05/03/2025,,N,Y,Y,Mobile
8364,102570,7838,05/03/2025,123.97,N,N,N,Mobile
8365,,476,05/03/2025,,N,Y,N,Desktop
8366,,4616,05/03/2025,,N,Y,Y,Mobile
8367,102571,7326,05/03/2025,54.45,N,N,Y,Mobile
8368,,1099,05/03/2025,,N,Y,Y,Desktop
8369,,6875,05/03/2025,,N,Y,N,Desktop
8370,102572,1836,05/03/2025,317.43,N,N,Y,Desktop
8371,,6481,05/03/2025,,N,Y,N,Mobile
8372,102573,7769,05/03/2025,191.32,N,N,N,Mobile
8373,,1382,05/03/2025,,N,Y,Y,Mobile
8374,102574,2517,05/03/2025,41.74,N,N,Y,Mobile
8375,,5085,05/03/2025,,N,Y,N,Mobile
8376,,2703,05/03/2025,,N,Y,Y,Desktop
8377,,1252,05/03/2025,,N,Y,Y,Mobile
8378,102575,2786,05/03/2025,88.75,N,N,Y,Tablet
8379,,7769,05/03/2025,,N,Y,Y,Desktop
8380,,4972,05/03/2025,,N,Y,Y,Mobile
8381,,5143,05/03/2025,,N,Y,Y,Desktop
8382,,3134,05/03/2025,,N,Y,Y,Mobile
8383,,2130,05/03/2025,,N,Y,Y,Mobile
8384,,4147,05/03/2025,,N,Y,Y,Desktop
8385,,2848,05/03/2025,,N,Y,N,Mobile
8386,,3052,05/03/2025,,N,Y,N,Mobile
8387,102576,2087,05/03/2025,224.46,N,N,N,Desktop
8388,,7290,05/03/2025,,N,Y,N,Mobile
8389,102577,6383,05/03/2025,52.79,N,N,N,Mobile
8390,102578,2811,05/03/2025,295.18,N,N,Y,Mobile
8391,,3452,05/03/2025,,N,Y,Y,Desktop
8392,,240,05/03/2025,,N,Y,Y,Mobile
8393,102579,3243,05/03/2025,47.48,N,N,Y,Mobile
8394,102580,7752,05/03/2025,209.94,N,N,N,Mobile
8395,,903,05/03/2025,,N,Y,Y,Mobile
8396,,3737,05/03/2025,,N,Y,Y,Mobile
8397,102581,2909,05/03/2025,100.67,N,N,Y,Desktop
8398,102582,5181,05/03/2025,440.77,N,N,Y,Mobile
8399,,7344,05/03/2025,,N,Y,Y,Mobile
8400,,5070,05/03/2025,,N,Y,Y,Desktop
8401,102583,1607,05/03/2025,219.64,N,N,N,Desktop
8402,102584,1927,05/03/2025,442.3,N,N,N,Mobile
8403,,4711,05/03/2025,,N,Y,N,Mobile
8404,,4093,05/03/2025,,N,Y,N,Mobile
8405,102585,1784,05/03/2025,249.9,Y,N,Y,Desktop
8406,,1847,05/03/2025,,N,Y,Y,Mobile
8407,,7665,05/03/2025,,N,Y,Y,Mobile
8408,,911,06/03/2025,,N,Y,Y,Mobile
8409,102586,3551,06/03/2025,380.49,N,N,N,Mobile
8410,,6092,06/03/2025,,N,Y,N,Tablet
8411,,7394,06/03/2025,,N,Y,N,Mobile
8412,102587,5183,06/03/2025,263.12,Y,N,N,Mobile
8413,,4298,06/03/2025,,N,Y,Y,Mobile
8414,,1323,06/03/2025,,N,Y,Y,Mobile
8415,,2895,06/03/2025,,N,Y,Y,Mobile
8416,102588,6368,06/03/2025,327.2,Y,N,Y,Mobile
8417,,5363,06/03/2025,,N,Y,N,Mobile
8418,102589,6103,06/03/2025,198.43,N,N,Y,Desktop
8419,102590,5802,06/03/2025,357.9,N,N,Y,Mobile
8420,102591,5245,06/03/2025,334.66,N,N,N,Mobile
8421,102592,2552,06/03/2025,323.79,Y,N,Y,Mobile
8422,,7869,06/03/2025,,N,Y,Y,Mobile
8423,102593,4808,06/03/2025,244.45,N,N,N,Mobile
8424,102594,1807,06/03/2025,200.58,N,N,Y,Mobile
8425,,2269,06/03/2025,,N,Y,Y,Mobile
8426,102595,7750,06/03/2025,285,Y,N,Y,Mobile
8427,,4529,06/03/2025,,N,Y,Y,Desktop
8428,102596,722,06/03/2025,324.46,N,N,Y,Mobile
8429,,84,06/03/2025,,N,Y,Y,Mobile
8430,,2922,06/03/2025,,N,Y,Y,Mobile
8431,102597,6606,06/03/2025,55.24,N,N,N,Tablet
8432,,7832,06/03/2025,,N,Y,Y,Tablet
8433,,5629,06/03/2025,,N,Y,Y,Mobile
8434,102598,2315,06/03/2025,496.26,N,N,Y,Mobile
8435,102599,6437,06/03/2025,185.97,N,N,Y,Desktop
8436,,3068,06/03/2025,,N,Y,Y,Mobile
8437,,1431,06/03/2025,,N,Y,Y,Mobile
8438,102600,5387,06/03/2025,219.53,N,N,N,Mobile
8439,102601,4865,06/03/2025,71.74,N,N,Y,Mobile
8440,102602,4895,06/03/2025,35.48,N,N,N,Desktop
8441,102603,5086,06/03/2025,107.4,Y,N,Y,Desktop
8442,102604,4645,06/03/2025,285.98,N,N,Y,Mobile
8443,,2022,06/03/2025,,N,Y,Y,Mobile
8444,102605,6317,06/03/2025,245.21,N,N,Y,Mobile
8445,,2493,06/03/2025,,N,Y,Y,Mobile
8446,,5753,06/03/2025,,N,Y,N,Mobile
8447,102606,1539,06/03/2025,481.61,N,N,Y,Mobile
8448,,3319,06/03/2025,,N,Y,Y,Mobile
8449,102607,4819,06/03/2025,96.51,N,N,N,Mobile
8450,,1950,06/03/2025,,N,Y,Y,Mobile
8451,,5468,06/03/2025,,N,Y,Y,Desktop
8452,,7361,06/03/2025,,N,Y,Y,Mobile
8453,,1528,06/03/2025,,N,Y,Y,Mobile
8454,102608,4913,06/03/2025,350.87,N,N,Y,Desktop
8455,102609,6463,06/03/2025,224.21,N,N,N,Mobile
8456,102610,7885,06/03/2025,191.54,N,N,Y,Mobile
8457,,2393,06/03/2025,,N,Y,Y,Mobile
8458,102611,623,06/03/2025,173.22,N,N,Y,Desktop
8459,,3750,06/03/2025,,N,Y,N,Desktop
8460,,1989,06/03/2025,,N,Y,N,Mobile
8461,102612,3949,06/03/2025,478.16,N,N,N,Desktop
8462,,2742,06/03/2025,,N,Y,Y,Mobile
8463,102613,4913,06/03/2025,439.89,N,N,N,Mobile
8464,102614,5489,06/03/2025,171.33,N,N,Y,Mobile
8465,102615,4564,06/03/2025,216.63,N,N,Y,Mobile
8466,,7446,06/03/2025,,N,Y,Y,Mobile
8467,,1998,06/03/2025,,N,Y,N,Mobile
8468,102616,7055,06/03/2025,356.65,N,N,Y,Desktop
8469,102617,3134,06/03/2025,349.79,N,N,Y,Desktop
8470,102618,3878,06/03/2025,233.85,N,N,Y,Desktop
8471,,5542,06/03/2025,,N,Y,Y,Mobile
8472,102619,4632,06/03/2025,77.61,N,N,Y,Mobile
8473,,1185,06/03/2025,,N,Y,Y,Mobile
8474,102620,4629,06/03/2025,264.4,N,N,Y,Desktop
8475,,6809,06/03/2025,,N,Y,Y,Desktop
8476,,6867,06/03/2025,,N,Y,N,Mobile
8477,102621,7576,06/03/2025,348.1,N,N,Y,Mobile
8478,,1475,06/03/2025,,N,Y,Y,Desktop
8479,102622,139,06/03/2025,20.17,N,N,N,Mobile
8480,,2522,06/03/2025,,N,Y,Y,Mobile
8481,,3617,06/03/2025,,N,Y,Y,Mobile
8482,,1760,06/03/2025,,N,Y,Y,Mobile
8483,,1814,06/03/2025,,N,Y,Y,Mobile
8484,102623,4248,06/03/2025,430.34,N,N,N,Desktop
8485,,3602,06/03/2025,,N,Y,Y,Desktop
8486,,4756,06/03/2025,,N,Y,Y,Mobile
8487,102624,3112,06/03/2025,295.48,N,N,Y,Mobile
8488,,5918,06/03/2025,,N,Y,Y,Mobile
8489,,5508,06/03/2025,,N,Y,Y,Mobile
8490,102625,5175,06/03/2025,188.26,N,N,Y,Desktop
8491,102626,860,06/03/2025,199.25,Y,N,N,Mobile
8492,,6674,06/03/2025,,N,Y,Y,Mobile
8493,102627,2009,06/03/2025,126.32,N,N,Y,Mobile
8494,102628,6096,06/03/2025,470.39,N,N,Y,Mobile
8495,,1889,06/03/2025,,N,Y,Y,Mobile
8496,102629,6125,06/03/2025,208.17,N,N,Y,Mobile
8497,102630,1199,06/03/2025,271.97,N,N,Y,Mobile
8498,102631,4439,06/03/2025,26.15,N,N,N,Mobile
8499,,4889,06/03/2025,,N,Y,Y,Desktop
8500,,5005,06/03/2025,,N,Y,Y,Mobile
8501,102632,6619,06/03/2025,359.84,N,N,Y,Desktop
8502,102633,3097,06/03/2025,78.77,N,N,Y,Mobile
8503,,5241,06/03/2025,,N,Y,N,Mobile
8504,,3168,06/03/2025,,N,Y,Y,Mobile
8505,102634,7644,06/03/2025,479.18,N,N,Y,Desktop
8506,102635,2252,06/03/2025,33.56,N,N,Y,Mobile
8507,,2072,06/03/2025,,N,Y,Y,Mobile
8508,,90,06/03/2025,,N,Y,N,Desktop
8509,102636,6955,06/03/2025,340.7,N,N,Y,Desktop
8510,102637,5121,06/03/2025,191.69,N,N,Y,Mobile
8511,,7826,06/03/2025,,N,Y,Y,Mobile
8512,102638,7997,06/03/2025,374.36,N,N,N,Mobile
8513,102639,6989,06/03/2025,215.18,N,N,N,Mobile
8514,102640,6831,06/03/2025,350.42,N,N,N,Mobile
8515,,6791,06/03/2025,,N,Y,Y,Mobile
8516,,7231,06/03/2025,,N,Y,Y,Mobile
8517,102641,5818,06/03/2025,249.52,N,N,Y,Mobile
8518,,3832,06/03/2025,,N,Y,Y,Mobile
8519,,6658,06/03/2025,,N,Y,Y,Mobile
8520,102642,2031,06/03/2025,144.91,Y,N,Y,Desktop
8521,102643,946,06/03/2025,356.79,Y,N,N,Mobile
8522,102644,719,06/03/2025,468.97,N,N,N,Mobile
8523,,5687,06/03/2025,,N,Y,N,Mobile
8524,102645,3939,06/03/2025,134.54,N,N,Y,Mobile
8525,,407,06/03/2025,,N,Y,Y,Mobile
8526,102646,3705,06/03/2025,410.64,N,N,N,Mobile
8527,102647,3924,06/03/2025,275.21,N,N,Y,Tablet
8528,,6217,06/03/2025,,N,Y,Y,Mobile
8529,,6702,06/03/2025,,N,Y,Y,Mobile
8530,102648,2395,06/03/2025,145.2,N,N,N,Desktop
8531,,7659,06/03/2025,,N,Y,N,Mobile
8532,,6486,06/03/2025,,N,Y,Y,Desktop
8533,,2392,06/03/2025,,N,Y,Y,Mobile
8534,,1079,06/03/2025,,N,Y,N,Mobile
8535,102649,4325,06/03/2025,395.53,N,N,Y,Mobile
8536,102650,7567,06/03/2025,334.22,N,N,Y,Mobile
8537,,3471,06/03/2025,,N,Y,Y,Mobile
8538,102651,985,06/03/2025,388.82,N,N,Y,Mobile
8539,,5138,06/03/2025,,N,Y,N,Mobile
8540,,7666,06/03/2025,,N,Y,N,Mobile
8541,,7526,06/03/2025,,N,Y,Y,Desktop
8542,,5062,06/03/2025,,N,Y,Y,Mobile
8543,,1963,06/03/2025,,N,Y,N,Desktop
8544,,7463,06/03/2025,,N,Y,N,Mobile
8545,,2383,06/03/2025,,N,Y,Y,Mobile
8546,,6497,06/03/2025,,N,Y,N,Mobile
8547,,7068,06/03/2025,,N,Y,N,Desktop
8548,102652,5958,06/03/2025,20.99,N,N,N,Mobile
8549,102653,2251,06/03/2025,335.04,N,N,N,Mobile
8550,102654,3093,06/03/2025,65.17,N,N,Y,Desktop
8551,,2357,06/03/2025,,N,Y,Y,Desktop
8552,,3896,06/03/2025,,N,Y,Y,Mobile
8553,,3045,06/03/2025,,N,Y,N,Mobile
8554,,2135,06/03/2025,,N,Y,Y,Mobile
8555,,7664,06/03/2025,,N,Y,Y,Mobile
8556,,7626,06/03/2025,,N,Y,N,Desktop
8557,102655,383,06/03/2025,252.81,N,N,Y,Mobile
8558,,7076,06/03/2025,,N,Y,N,Mobile
8559,,6037,06/03/2025,,N,Y,Y,Desktop
8560,,1388,06/03/2025,,N,Y,Y,Desktop
8561,,3731,06/03/2025,,N,Y,Y,Desktop
8562,,399,06/03/2025,,N,Y,Y,Desktop
8563,102656,3841,06/03/2025,430.88,N,N,Y,Mobile
8564,,381,06/03/2025,,N,Y,N,Tablet
8565,,6395,06/03/2025,,N,Y,N,Mobile
8566,,6859,06/03/2025,,N,Y,N,Mobile
8567,102657,4626,06/03/2025,253.39,N,N,Y,Mobile
8568,,2300,06/03/2025,,N,Y,N,Mobile
8569,,5989,06/03/2025,,N,Y,Y,Desktop
8570,,1834,06/03/2025,,N,Y,N,Mobile
8571,,7727,06/03/2025,,N,Y,Y,Desktop
8572,,84,06/03/2025,,N,Y,Y,Desktop
8573,,3405,06/03/2025,,N,Y,Y,Mobile
8574,102658,2478,06/03/2025,388.95,N,N,Y,Mobile
8575,,33,06/03/2025,,N,Y,Y,Mobile
8576,102659,3356,06/03/2025,452.71,N,N,N,Desktop
8577,,6725,06/03/2025,,N,Y,Y,Desktop
8578,102660,5168,06/03/2025,293.09,N,N,Y,Mobile
8579,102661,5073,06/03/2025,409.94,N,N,Y,Desktop
8580,,6283,06/03/2025,,N,Y,N,Mobile
8581,102662,3101,06/03/2025,195.71,N,N,N,Mobile
8582,,1700,06/03/2025,,N,Y,Y,Tablet
8583,,501,06/03/2025,,N,Y,Y,Mobile
8584,,1011,06/03/2025,,N,Y,N,Tablet
8585,102663,3695,06/03/2025,89.56,N,N,N,Mobile
8586,102664,5542,06/03/2025,245.5,N,N,Y,Desktop
8587,102665,6361,06/03/2025,269.93,N,N,Y,Mobile
8588,102666,3293,06/03/2025,173.8,N,N,Y,Mobile
8589,,2279,06/03/2025,,N,Y,Y,Mobile
8590,102667,156,06/03/2025,409.35,N,N,Y,Desktop
8591,,631,06/03/2025,,N,Y,N,Desktop
8592,102668,4536,06/03/2025,418.31,N,N,N,Mobile
8593,,24,06/03/2025,,N,Y,Y,Tablet
8594,,3594,06/03/2025,,N,Y,Y,Desktop
8595,102669,1084,06/03/2025,217.29,N,N,Y,Mobile
8596,102670,1526,06/03/2025,498.54,N,N,Y,Mobile
8597,,4751,06/03/2025,,N,Y,N,Mobile
8598,,4479,06/03/2025,,N,Y,Y,Desktop
8599,102671,1959,06/03/2025,201.75,N,N,Y,Desktop
8600,102672,1228,06/03/2025,471.53,N,N,N,Mobile
8601,102673,680,06/03/2025,192.63,N,N,N,Tablet
8602,102674,5031,06/03/2025,204.74,N,N,N,Mobile
8603,,2963,06/03/2025,,N,Y,Y,Desktop
8604,,6033,06/03/2025,,N,Y,Y,Mobile
8605,,7758,06/03/2025,,N,Y,Y,Mobile
8606,,54,06/03/2025,,N,Y,N,Desktop
8607,102675,4201,06/03/2025,458.73,N,N,Y,Mobile
8608,,2737,06/03/2025,,N,Y,Y,Mobile
8609,,3174,06/03/2025,,N,Y,N,Desktop
8610,102676,5953,06/03/2025,70.92,N,N,N,Mobile
8611,102677,824,06/03/2025,264.71,N,N,Y,Mobile
8612,,6981,06/03/2025,,N,Y,Y,Mobile
8613,,4756,06/03/2025,,N,Y,N,Desktop
8614,102678,3449,06/03/2025,384.7,N,N,Y,Desktop
8615,,6734,06/03/2025,,N,Y,Y,Mobile
8616,,1529,06/03/2025,,N,Y,Y,Mobile
8617,102679,3314,06/03/2025,27.68,N,N,Y,Desktop
8618,102680,3736,06/03/2025,230.4,N,N,N,Mobile
8619,,998,06/03/2025,,N,Y,Y,Mobile
8620,,1682,06/03/2025,,N,Y,Y,Mobile
8621,102681,1286,06/03/2025,315.73,N,N,N,Desktop
8622,,4038,06/03/2025,,N,Y,N,Mobile
8623,102682,7366,06/03/2025,30.98,N,N,Y,Mobile
8624,102683,7449,06/03/2025,129.22,N,N,N,Mobile
8625,,7693,06/03/2025,,N,Y,Y,Mobile
8626,102684,5727,06/03/2025,339.16,N,N,N,Mobile
8627,,7719,06/03/2025,,N,Y,N,Mobile
8628,,6072,06/03/2025,,N,Y,Y,Mobile
8629,102685,4439,06/03/2025,178.78,N,N,Y,Mobile
8630,102686,6800,06/03/2025,128.37,N,N,Y,Mobile
8631,102687,7604,06/03/2025,423.71,N,N,Y,Mobile
8632,,4768,06/03/2025,,N,Y,N,Desktop
8633,102688,3518,06/03/2025,402.77,N,N,N,Mobile
8634,102689,2552,06/03/2025,462.09,N,N,Y,Tablet
8635,102690,881,06/03/2025,423.63,N,N,N,Mobile
8636,,3658,06/03/2025,,N,Y,Y,Mobile
8637,102691,2709,06/03/2025,189.69,N,N,Y,Desktop
8638,102692,6386,06/03/2025,417.68,N,N,N,Mobile
8639,,6715,06/03/2025,,N,Y,Y,Mobile
8640,102693,7503,06/03/2025,338.57,N,N,N,Mobile
8641,,6168,06/03/2025,,N,Y,Y,Desktop
8642,,5640,06/03/2025,,N,Y,N,Desktop
8643,,6670,06/03/2025,,N,Y,Y,Mobile
8644,,5353,06/03/2025,,N,Y,N,Mobile
8645,,5390,06/03/2025,,N,Y,Y,Mobile
8646,,1207,06/03/2025,,N,Y,Y,Desktop
8647,,731,06/03/2025,,N,Y,N,Mobile
8648,,185,06/03/2025,,N,Y,Y,Mobile
8649,,1689,06/03/2025,,N,Y,Y,Mobile
8650,102694,4317,06/03/2025,220.3,N,N,Y,Mobile
8651,,1345,06/03/2025,,N,Y,Y,Mobile
8652,,6444,06/03/2025,,N,Y,Y,Mobile
8653,102695,2450,06/03/2025,27.33,N,N,Y,Tablet
8654,,4694,06/03/2025,,N,Y,N,Mobile
8655,102696,4564,06/03/2025,286.16,N,N,Y,Mobile
8656,102697,4511,06/03/2025,439.03,N,N,Y,Tablet
8657,,65,06/03/2025,,N,Y,N,Tablet
8658,102698,3535,06/03/2025,253.48,N,N,Y,Mobile
8659,,107,06/03/2025,,N,Y,Y,Mobile
8660,102699,3668,06/03/2025,365.74,N,N,N,Mobile
8661,,6387,06/03/2025,,N,Y,Y,Desktop
8662,,3968,06/03/2025,,N,Y,Y,Mobile
8663,,7172,06/03/2025,,N,Y,Y,Desktop
8664,,5970,06/03/2025,,N,Y,Y,Mobile
8665,,7448,06/03/2025,,N,Y,Y,Mobile
8666,102700,178,06/03/2025,446.23,N,N,Y,Desktop
8667,,6428,06/03/2025,,N,Y,N,Mobile
8668,,4042,06/03/2025,,N,Y,Y,Mobile
8669,102701,6858,06/03/2025,376.44,N,N,Y,Desktop
8670,,3286,06/03/2025,,N,Y,N,Desktop
8671,102702,2303,06/03/2025,464.35,Y,N,Y,Mobile
8672,102703,2487,06/03/2025,36.09,N,N,Y,Mobile
8673,102704,1763,06/03/2025,416.75,N,N,Y,Mobile
8674,102705,4554,06/03/2025,462.09,N,N,N,Mobile
8675,102706,6718,06/03/2025,373.03,Y,N,N,Mobile
8676,,3203,06/03/2025,,N,Y,Y,Mobile
8677,,7983,06/03/2025,,N,Y,Y,Mobile
8678,102707,6518,06/03/2025,166.58,N,N,Y,Desktop
8679,,3311,06/03/2025,,N,Y,Y,Mobile
8680,,5287,06/03/2025,,N,Y,Y,Desktop
8681,,1697,06/03/2025,,N,Y,N,Tablet
8682,,4216,06/03/2025,,N,Y,Y,Desktop
8683,102708,2302,06/03/2025,127.12,N,N,N,Mobile
8684,,1439,06/03/2025,,N,Y,Y,Mobile
8685,,1344,06/03/2025,,N,Y,N,Mobile
8686,102709,7264,06/03/2025,232.17,N,N,Y,Mobile
8687,102710,1201,06/03/2025,378.96,N,N,N,Mobile
8688,,3249,06/03/2025,,N,Y,Y,Desktop
8689,,2209,06/03/2025,,N,Y,N,Tablet
8690,,7341,06/03/2025,,N,Y,Y,Mobile
8691,102711,6281,06/03/2025,315.42,N,N,Y,Mobile
8692,,2662,06/03/2025,,N,Y,N,Desktop
8693,102712,3751,06/03/2025,343.47,N,N,N,Mobile
8694,,3241,06/03/2025,,N,Y,N,Mobile
8695,,187,06/03/2025,,N,Y,Y,Mobile
8696,102713,2165,06/03/2025,173.77,N,N,Y,Mobile
8697,,2025,06/03/2025,,N,Y,Y,Mobile
8698,,4655,06/03/2025,,N,Y,Y,Tablet
8699,,3979,06/03/2025,,N,Y,Y,Mobile
8700,,2667,06/03/2025,,N,Y,N,Mobile
8701,102714,5432,06/03/2025,259.91,N,N,Y,Desktop
8702,,465,06/03/2025,,N,Y,Y,Desktop
8703,102715,4143,06/03/2025,263.26,N,N,Y,Mobile
8704,102716,3523,06/03/2025,45.52,N,N,Y,Desktop
8705,,7824,06/03/2025,,N,Y,Y,Mobile
8706,102717,3737,06/03/2025,40.66,N,N,Y,Mobile
8707,,4607,06/03/2025,,N,Y,N,Mobile
8708,,3429,06/03/2025,,N,Y,Y,Mobile
8709,102718,1822,06/03/2025,52.19,N,N,Y,Desktop
8710,102719,3911,06/03/2025,463.64,N,N,Y,Mobile
8711,,6359,06/03/2025,,N,Y,N,Desktop
8712,102720,7765,06/03/2025,116.29,N,N,Y,Mobile
8713,102721,7825,06/03/2025,483.05,N,N,Y,Mobile
8714,102722,2712,06/03/2025,169.01,N,N,N,Desktop
8715,102723,4587,06/03/2025,251.78,N,N,Y,Mobile
8716,,6605,06/03/2025,,N,Y,Y,Mobile
8717,102724,1383,06/03/2025,261.45,N,N,Y,Mobile
8718,,7417,06/03/2025,,N,Y,Y,Mobile
8719,102725,4241,06/03/2025,456.8,N,N,N,Mobile
8720,102726,2148,06/03/2025,168.5,N,N,Y,Desktop
8721,102727,4829,06/03/2025,408.54,Y,N,Y,Tablet
8722,102728,4754,06/03/2025,463.36,N,N,N,Desktop
8723,,1322,06/03/2025,,N,Y,Y,Mobile
8724,,6313,06/03/2025,,N,Y,N,Desktop
8725,102729,1409,06/03/2025,380.42,N,N,N,Desktop
8726,,4048,06/03/2025,,N,Y,N,Desktop
8727,102730,7326,06/03/2025,142.2,N,N,Y,Mobile
8728,,2596,06/03/2025,,N,Y,Y,Mobile
8729,,3433,06/03/2025,,N,Y,Y,Mobile
8730,102731,3624,06/03/2025,428.18,N,N,Y,Tablet
8731,,860,06/03/2025,,N,Y,Y,Mobile
8732,,6612,06/03/2025,,N,Y,Y,Mobile
8733,102732,3506,06/03/2025,289.96,N,N,N,Mobile
8734,,1731,06/03/2025,,N,Y,N,Desktop
8735,,1886,06/03/2025,,N,Y,Y,Mobile
8736,,6779,06/03/2025,,N,Y,Y,Mobile
8737,,4578,06/03/2025,,N,Y,Y,Mobile
8738,102733,941,06/03/2025,446.03,N,N,N,Mobile
8739,102734,6460,06/03/2025,187.66,N,N,N,Mobile
8740,102735,7671,06/03/2025,437.62,N,N,Y,Desktop
8741,,5183,06/03/2025,,N,Y,Y,Mobile
8742,,5809,06/03/2025,,N,Y,Y,Desktop
8743,,6450,06/03/2025,,N,Y,N,Mobile
8744,,6593,06/03/2025,,N,Y,N,Mobile
8745,,374,06/03/2025,,N,Y,Y,Mobile
8746,,4194,06/03/2025,,N,Y,Y,Desktop
8747,,3529,06/03/2025,,N,Y,Y,Mobile
8748,102736,1738,06/03/2025,359.74,Y,N,Y,Mobile
8749,,729,06/03/2025,,N,Y,Y,Mobile
8750,,4479,06/03/2025,,N,Y,Y,Mobile
8751,,6487,07/03/2025,,N,Y,Y,Mobile
8752,,2845,07/03/2025,,N,Y,Y,Mobile
8753,102737,4903,07/03/2025,472.77,N,N,N,Desktop
8754,,3703,07/03/2025,,N,Y,Y,Mobile
8755,,4512,07/03/2025,,N,Y,Y,Mobile
8756,,6406,07/03/2025,,N,Y,N,Mobile
8757,,1555,07/03/2025,,N,Y,N,Mobile
8758,,2843,07/03/2025,,N,Y,Y,Desktop
8759,,3063,07/03/2025,,N,Y,Y,Mobile
8760,,2424,07/03/2025,,N,Y,Y,Mobile
8761,,518,07/03/2025,,N,Y,Y,Mobile
8762,102738,27,07/03/2025,151.6,N,N,Y,Mobile
8763,,4255,07/03/2025,,N,Y,N,Desktop
8764,,2843,07/03/2025,,N,Y,N,Mobile
8765,,4608,07/03/2025,,N,Y,N,Mobile
8766,,3445,07/03/2025,,N,Y,N,Desktop
8767,102739,2417,07/03/2025,139.09,N,N,N,Mobile
